"dc","atype","bidf","instl","isp","nt","mfr","period"
0,"8",0,"0","1","1","其他","上午"
0,"8",0,"0","1","1","华为","晚上"
0,"8",0,"0","2","1","小米","晚上"
0,"8",0,"1","1","0","vivo","下午"
0,"8",0,"0","2","1","vivo","晚上"
0,"3",0.000498099,"0","0","1","小米","下午"
0,"8",0,"0","1","0","其他","上午"
0,"8",0,"0","1","1","vivo","下午"
0,"8",0,"0","1","1","三星","上午"
0,"8",0,"0","1","1","小米","上午"
0,"13",7e-04,"0","1","1","vivo","下午"
0,"8",0,"0","3","1","OPPO","晚上"
0,"8",0,"0","1","1","其他","上午"
0,"8",0,"0","1","1","OPPO","上午"
0,"7",0.00065,"0","1","1","小米","上午"
0,"8",0,"0","1","1","vivo","下午"
0,"13",7e-04,"0","1","1","三星","晚上"
0,"13",7e-04,"0","1","1","华为","晚上"
0,"8",0,"0","1","1","其他","下午"
0,"8",0,"0","1","1","OPPO","下午"
0,"8",0,"0","1","3","vivo","晚上"
0,"8",0,"0","1","0","vivo","上午"
0,"8",0,"0","2","1","金立","上午"
0,"8",0,"0","1","1","三星","下午"
0,"8",0,"0","1","1","vivo","上午"
0,"8",0,"0","1","1","华为","晚上"
0,"8",0,"0","1","1","三星","下午"
0,"8",0,"0","1","0","华为","下午"
0,"7",8e-04,"0","2","1","三星","下午"
0,"8",0,"0","2","1","OPPO","下午"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","1","1","OPPO","上午"
0,"3",0.000498099,"0","1","1","其他","下午"
0,"8",0,"0","1","1","vivo","上午"
0,"8",0,"0","1","1","华为","上午"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","0","1","OPPO","上午"
0,"8",0,"0","1","1","小米","晚上"
0,"8",0,"0","1","1","小米","下午"
0,"8",0,"0","2","1","华为","下午"
0,"8",0,"0","0","1","vivo","晚上"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","0","1","三星","上午"
0,"8",0,"0","2","1","三星","下午"
0,"8",0,"0","1","1","小米","上午"
0,"8",0,"0","0","1","小米","上午"
0,"8",0,"0","3","1","OPPO","下午"
0,"8",0,"0","2","1","其他","晚上"
0,"7",8e-04,"0","0","5","三星","晚上"
0,"8",0,"0","1","1","华为","上午"
0,"13",7e-04,"0","2","1","酷派","上午"
0,"8",0,"0","1","1","OPPO","晚上"
0,"8",0,"0","1","0","vivo","上午"
0,"8",0,"0","1","1","小米","上午"
0,"8",0,"0","1","1","魅族","下午"
0,"8",0,"0","1","0","vivo","下午"
0,"3",0.000498099,"0","0","1","苹果","上午"
0,"8",0,"1","1","0","其他","下午"
0,"8",0,"0","1","1","小米","晚上"
0,"8",0,"0","1","1","vivo","下午"
0,"8",0,"1","0","1","其他","晚上"
0,"8",0,"0","2","1","其他","下午"
0,"7",6e-04,"0","1","5","其他","晚上"
0,"8",0,"0","1","4","小米","下午"
0,"8",0,"0","1","1","OPPO","下午"
0,"8",0,"0","3","0","vivo","下午"
0,"8",0,"0","1","1","OPPO","下午"
0,"8",0,"0","1","1","其他","下午"
0,"3",0.00213471,"0","1","0","苹果","上午"
0,"3",0.000498099,"0","0","1","苹果","下午"
0,"8",0,"0","1","1","其他","下午"
0,"8",0,"0","1","1","其他","上午"
0,"8",0,"0","1","1","小米","晚上"
0,"8",0,"0","1","1","OPPO","晚上"
0,"8",0,"0","3","1","其他","晚上"
0,"8",0,"0","1","0","OPPO","上午"
0,"13",7e-04,"0","3","1","华为","晚上"
0,"8",0,"0","0","1","vivo","上午"
0,"8",0,"0","1","1","其他","晚上"
0,"3",0.000498099,"0","0","1","小米","下午"
0,"8",0,"0","3","1","小米","晚上"
0,"8",0,"0","3","1","三星","上午"
0,"8",0,"1","1","0","小米","下午"
0,"8",0,"0","1","1","华为","上午"
0,"8",0,"0","2","0","小米","晚上"
0,"8",0,"0","1","1","小米","上午"
0,"8",0,"0","2","1","OPPO","晚上"
0,"13",0.002,"0","1","0","苹果","上午"
0,"8",0,"0","3","1","小米","下午"
0,"8",0,"0","1","1","其他","晚上"
0,"8",0,"0","1","1","小米","晚上"
0,"8",0,"0","3","1","华为","下午"
0,"8",0,"0","1","0","其他","上午"
0,"8",0,"0","1","0","其他","下午"
0,"8",0,"0","1","0","其他","晚上"
0,"8",0,"0","1","1","vivo","下午"
0,"8",0,"0","1","1","其他","晚上"
0,"8",0,"0","1","1","vivo","下午"
0,"8",0,"0","1","1","小米","下午"
0,"8",0,"0","1","1","三星","上午"
0,"8",0,"0","1","1","华为","晚上"
0,"8",0,"0","0","1","其他","下午"
0,"8",0,"0","2","1","魅族","上午"
0,"8",0,"0","2","1","华为","晚上"
0,"8",0,"1","2","0","其他","下午"
0,"8",0,"0","1","1","华为","下午"
0,"8",0,"0","1","4","OPPO","上午"
0,"8",0,"0","1","0","小米","下午"
0,"8",0,"0","1","1","OPPO","晚上"
0,"8",0,"0","1","1","vivo","下午"
0,"8",0,"0","1","1","OPPO","晚上"
0,"8",0,"0","0","1","OPPO","晚上"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","1","0","OPPO","下午"
0,"8",0,"0","1","1","酷派","晚上"
0,"8",0,"0","1","1","其他","晚上"
0,"8",0,"1","2","0","OPPO","上午"
0,"8",0,"0","1","1","三星","下午"
0,"8",0,"0","1","1","魅族","晚上"
0,"8",0,"1","1","1","vivo","上午"
0,"8",0,"0","1","1","vivo","上午"
0,"3",0.000498099,"0","0","1","vivo","下午"
0,"8",0,"0","2","1","小米","晚上"
0,"8",0,"0","2","1","其他","晚上"
0,"8",0,"0","1","1","金立","上午"
0,"3",0.000498099,"0","0","1","苹果","晚上"
0,"8",0,"0","1","1","酷派","上午"
0,"8",0,"0","1","0","其他","下午"
0,"8",0,"1","1","0","OPPO","下午"
0,"3",0.000498099,"0","1","0","魅族","下午"
0,"8",0,"0","3","1","华为","下午"
0,"8",0,"0","1","1","三星","下午"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","1","0","小米","上午"
0,"8",0,"0","1","1","vivo","下午"
0,"13",7e-04,"0","1","1","华为","上午"
0,"8",0,"0","1","1","vivo","上午"
0,"8",0,"0","1","1","华为","下午"
0,"13",7e-04,"0","3","1","三星","晚上"
0,"8",0,"0","1","1","vivo","下午"
0,"8",0,"0","1","1","三星","上午"
0,"7",8e-04,"0","2","1","其他","晚上"
0,"8",0,"0","1","1","华为","晚上"
0,"8",0,"0","3","1","OPPO","下午"
0,"8",0,"0","1","1","魅族","晚上"
0,"8",0,"0","1","3","华为","晚上"
0,"8",0,"0","2","1","vivo","晚上"
0,"8",0,"0","1","1","小米","晚上"
0,"3",0.00142314,"0","0","1","苹果","下午"
0,"8",0,"0","1","0","OPPO","上午"
0,"8",0,"0","1","1","其他","下午"
0,"8",0,"0","1","1","其他","晚上"
0,"13",7e-04,"0","1","1","酷派","晚上"
0,"8",0,"0","1","0","其他","下午"
0,"8",0,"0","3","0","OPPO","上午"
0,"8",0,"0","3","0","华为","上午"
0,"13",7e-04,"0","2","1","华为","晚上"
0,"8",0,"0","3","1","vivo","下午"
0,"8",0,"0","2","1","OPPO","晚上"
0,"8",0,"0","0","1","OPPO","上午"
0,"8",0,"0","1","1","小米","晚上"
0,"8",0,"0","1","0","其他","晚上"
0,"8",0,"0","1","1","OPPO","晚上"
0,"8",0,"0","1","1","小米","下午"
0,"8",0,"0","1","1","三星","晚上"
0,"8",0,"0","1","1","其他","下午"
0,"8",0,"0","2","1","酷派","上午"
0,"3",0.000498099,"0","0","1","其他","上午"
0,"8",0,"0","2","1","OPPO","上午"
0,"7",6e-04,"0","1","5","OPPO","上午"
0,"8",0,"0","3","0","小米","晚上"
0,"8",0,"0","1","1","三星","上午"
0,"8",0,"0","1","1","其他","上午"
0,"3",0.000498099,"0","0","1","小米","晚上"
0,"8",0,"0","0","1","vivo","晚上"
0,"13",7e-04,"0","1","1","金立","晚上"
1,"8",0,"0","2","1","三星","上午"
0,"8",0,"0","1","1","三星","下午"
0,"8",0,"0","1","1","OPPO","下午"
0,"8",0,"0","2","1","OPPO","下午"
0,"8",0,"0","1","1","金立","上午"
0,"8",0,"0","2","1","华为","下午"
0,"8",0,"0","1","1","vivo","晚上"
0,"8",0,"0","1","1","其他","下午"
0,"8",0,"0","2","1","OPPO","上午"
0,"8",0,"0","1","1","vivo","上午"
0,"8",0,"0","1","1","酷派","晚上"
0,"8",0,"0","1","1","金立","晚上"
0,"8",0,"0","1","0","小米","晚上"
0,"8",0,"0","1","1","vivo","晚上"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","1","1","三星","晚上"
0,"8",0,"0","0","1","魅族","下午"
0,"8",0,"0","2","1","三星","下午"
0,"13",7e-04,"0","1","1","三星","上午"
0,"8",0,"0","1","0","vivo","上午"
0,"8",0,"0","1","0","vivo","下午"
0,"8",0,"0","1","1","其他","下午"
0,"8",0,"0","3","1","vivo","上午"
0,"8",0,"0","2","1","vivo","上午"
0,"13",0.002,"0","1","0","苹果","晚上"
0,"3",0.000498099,"0","1","1","华为","晚上"
0,"8",0,"0","1","1","OPPO","下午"
0,"8",0,"0","1","1","其他","晚上"
0,"8",0,"0","1","0","小米","下午"
0,"8",0,"0","2","1","小米","上午"
0,"8",0,"0","1","1","华为","下午"
0,"8",0,"0","1","1","其他","晚上"
0,"8",0,"0","3","1","OPPO","晚上"
0,"8",0,"0","1","0","vivo","晚上"
0,"8",0,"0","1","1","小米","下午"
0,"8",0,"0","1","1","OPPO","下午"
0,"8",0,"0","1","1","OPPO","下午"
0,"8",0,"0","1","1","小米","晚上"
0,"8",0,"0","1","1","OPPO","下午"
0,"8",0,"0","1","1","小米","下午"
0,"8",0,"0","3","1","华为","下午"
0,"8",0,"0","3","1","vivo","下午"
0,"8",0,"1","1","0","其他","上午"
0,"8",0,"0","3","0","其他","上午"
0,"8",0,"0","1","1","华为","上午"
0,"8",0,"0","1","1","vivo","上午"
0,"8",0,"0","1","1","vivo","下午"
0,"8",0,"0","1","0","OPPO","下午"
0,"8",0,"0","1","1","小米","晚上"
0,"8",0,"0","1","1","华为","上午"
0,"8",0,"0","0","1","三星","晚上"
0,"13",7e-04,"0","1","3","三星","上午"
0,"8",0,"0","1","0","小米","晚上"
0,"7",8e-04,"0","1","1","华为","下午"
0,"8",0,"0","1","1","OPPO","下午"
0,"8",0,"0","3","1","小米","晚上"
0,"8",0,"0","1","3","vivo","上午"
0,"8",0,"0","1","1","小米","下午"
0,"8",0,"0","1","1","小米","晚上"
0,"13",0.002,"0","1","0","苹果","上午"
0,"8",0,"0","1","1","华为","上午"
0,"8",0,"0","0","1","其他","上午"
0,"8",0,"0","1","1","华为","晚上"
0,"8",0,"0","1","1","小米","上午"
0,"8",0,"0","2","1","OPPO","晚上"
0,"8",0,"0","1","0","其他","下午"
0,"8",0,"0","0","1","小米","晚上"
0,"8",0,"0","1","1","其他","晚上"
0,"8",0,"0","1","0","华为","上午"
0,"8",0,"0","1","1","vivo","上午"
0,"8",0,"0","1","1","其他","晚上"
0,"8",0,"0","1","1","魅族","上午"
0,"8",0,"0","2","1","小米","晚上"
0,"8",0,"0","1","1","vivo","上午"
0,"13",7e-04,"0","1","1","OPPO","上午"
0,"8",0,"0","2","3","小米","下午"
0,"8",0,"1","3","0","OPPO","上午"
0,"8",0,"0","3","0","三星","下午"
0,"3",0.000498099,"0","0","1","华为","晚上"
0,"3",0.000498099,"0","0","1","魅族","上午"
0,"8",0,"0","1","1","其他","下午"
0,"8",0,"0","1","1","OPPO","晚上"
0,"8",0,"0","2","1","其他","晚上"
0,"8",0,"0","0","1","小米","上午"
0,"8",0,"0","1","1","魅族","晚上"
0,"8",0,"0","2","1","魅族","晚上"
0,"7",8e-04,"0","1","1","华为","下午"
0,"8",0,"0","1","1","其他","晚上"
0,"8",0,"0","1","1","vivo","下午"
0,"8",0,"0","1","1","其他","上午"
0,"8",0,"0","1","1","vivo","上午"
0,"8",0,"0","1","1","vivo","晚上"
0,"8",0,"0","2","1","小米","下午"
0,"8",0,"0","1","1","vivo","上午"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","1","1","OPPO","下午"
0,"13",7e-04,"0","1","1","vivo","晚上"
0,"8",0,"0","1","0","其他","下午"
0,"8",0,"0","2","1","vivo","上午"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","1","1","OPPO","下午"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","2","1","OPPO","下午"
0,"8",0,"1","1","0","小米","上午"
0,"8",0,"0","1","1","华为","晚上"
0,"8",0,"0","3","1","华为","晚上"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","1","1","魅族","上午"
0,"8",0,"0","1","1","华为","晚上"
0,"8",0,"0","1","1","华为","晚上"
0,"8",0,"0","0","1","vivo","下午"
0,"8",0,"0","1","0","vivo","下午"
0,"8",0,"0","1","1","小米","晚上"
0,"8",0,"0","3","1","华为","下午"
0,"8",0,"0","2","1","OPPO","上午"
0,"8",0,"0","1","1","其他","晚上"
0,"3",0.000498099,"0","0","1","苹果","晚上"
0,"8",0,"0","1","1","酷派","上午"
0,"8",0,"0","0","1","华为","下午"
0,"8",0,"0","3","1","魅族","晚上"
0,"8",0,"0","1","1","vivo","上午"
0,"8",0,"0","1","0","vivo","上午"
0,"8",0,"0","3","1","OPPO","下午"
0,"8",0,"0","1","1","小米","晚上"
0,"8",0,"0","1","1","小米","下午"
0,"8",0,"0","0","1","小米","上午"
1,"8",0,"0","1","1","其他","下午"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","0","1","酷派","晚上"
0,"8",0,"0","1","0","小米","上午"
0,"8",0,"0","2","1","其他","下午"
1,"8",0,"0","1","1","华为","晚上"
0,"8",0,"0","0","1","魅族","上午"
0,"8",0,"0","1","1","小米","上午"
0,"8",0,"0","1","1","vivo","下午"
0,"7",8e-04,"0","1","1","华为","晚上"
0,"8",0,"0","1","1","其他","下午"
0,"8",0,"1","1","0","华为","下午"
0,"8",0,"0","0","1","小米","上午"
0,"8",0,"0","1","1","三星","晚上"
0,"13",7e-04,"0","1","1","三星","下午"
0,"8",0,"0","3","1","OPPO","晚上"
0,"8",0,"0","0","1","小米","下午"
0,"13",0.002,"0","1","0","苹果","上午"
0,"13",7e-04,"0","1","1","华为","晚上"
0,"8",0,"0","1","1","OPPO","晚上"
0,"8",0,"0","1","1","金立","晚上"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","1","1","三星","晚上"
0,"8",0,"1","1","0","魅族","上午"
0,"13",7e-04,"0","1","1","华为","晚上"
0,"8",0,"0","2","1","酷派","晚上"
0,"8",0,"0","1","1","其他","晚上"
0,"3",0.000498099,"0","1","0","其他","下午"
0,"8",0,"0","3","1","魅族","上午"
0,"8",0,"0","3","1","vivo","晚上"
0,"8",0,"0","1","1","华为","晚上"
0,"8",0,"0","2","1","三星","晚上"
0,"8",0,"0","1","0","OPPO","晚上"
0,"8",0,"0","0","1","华为","上午"
0,"8",0,"0","1","1","vivo","上午"
0,"8",0,"1","0","1","三星","下午"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","1","1","三星","下午"
0,"8",0,"0","1","1","其他","下午"
0,"8",0,"0","3","1","vivo","晚上"
0,"8",0,"1","1","0","华为","上午"
0,"8",0,"0","1","0","魅族","下午"
0,"8",0,"0","1","1","vivo","下午"
0,"8",0,"0","0","1","vivo","晚上"
0,"8",0,"0","1","1","vivo","下午"
0,"8",0,"0","1","1","小米","上午"
0,"8",0,"0","1","0","金立","下午"
0,"8",0,"0","2","1","其他","晚上"
0,"8",0,"0","2","1","小米","晚上"
0,"8",0,"0","1","1","小米","晚上"
0,"8",0,"1","1","0","小米","上午"
0,"8",0,"0","0","1","酷派","晚上"
0,"8",0,"0","1","1","小米","晚上"
0,"13",0.002,"0","1","0","苹果","上午"
0,"8",0,"0","1","1","华为","晚上"
0,"8",0,"0","0","1","其他","晚上"
0,"8",0,"0","1","1","OPPO","晚上"
0,"8",0,"0","0","1","其他","下午"
0,"8",0,"0","1","1","OPPO","晚上"
0,"3",0.000498099,"0","0","1","三星","晚上"
0,"8",0,"0","1","1","华为","下午"
0,"8",0,"0","1","1","OPPO","晚上"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","1","1","魅族","晚上"
0,"8",0,"0","3","1","魅族","晚上"
0,"8",0,"0","1","0","华为","下午"
0,"8",0,"0","2","1","vivo","晚上"
0,"8",0,"0","1","1","小米","下午"
0,"7",8e-04,"0","1","1","华为","下午"
0,"3",0.000498099,"0","1","1","其他","上午"
0,"8",0,"0","0","1","其他","下午"
0,"8",0,"0","1","1","vivo","晚上"
0,"8",0,"0","1","1","金立","下午"
0,"8",0,"0","2","1","vivo","上午"
0,"8",0,"0","0","1","小米","晚上"
0,"8",0,"0","2","1","其他","晚上"
0,"8",0,"0","1","0","华为","上午"
0,"8",0,"0","1","1","vivo","下午"
0,"7",0.00078,"0","1","5","OPPO","晚上"
0,"8",0,"0","1","1","其他","晚上"
0,"8",0,"0","3","1","金立","下午"
0,"8",0,"0","1","1","OPPO","晚上"
0,"3",0.000498099,"0","0","1","华为","下午"
0,"8",0,"0","2","1","华为","下午"
0,"8",0,"0","1","1","华为","下午"
0,"8",0,"0","1","1","三星","下午"
0,"8",0,"0","1","0","其他","下午"
0,"8",0,"0","1","1","vivo","下午"
0,"8",0,"0","1","1","vivo","晚上"
0,"8",0,"0","3","1","华为","下午"
0,"8",0,"0","3","1","三星","晚上"
0,"8",0,"0","2","0","其他","下午"
0,"8",0,"0","2","1","OPPO","下午"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","2","1","小米","上午"
0,"8",0,"0","1","1","华为","晚上"
0,"7",8e-04,"0","2","1","其他","下午"
0,"8",0,"0","1","1","其他","下午"
0,"8",0,"0","1","1","华为","上午"
0,"8",0,"0","0","1","小米","晚上"
0,"8",0,"0","1","0","其他","下午"
0,"8",0,"0","1","1","华为","晚上"
0,"8",0,"0","1","1","其他","上午"
0,"8",0,"0","1","1","华为","上午"
0,"8",0,"0","1","1","金立","晚上"
0,"8",0,"0","0","1","OPPO","上午"
0,"13",7e-04,"0","2","1","华为","下午"
0,"8",0,"0","1","1","OPPO","下午"
0,"13",7e-04,"0","1","1","华为","晚上"
0,"8",0,"0","1","1","OPPO","下午"
0,"8",0,"0","1","1","小米","晚上"
0,"8",0,"0","0","1","其他","上午"
0,"8",0,"0","1","1","vivo","下午"
0,"8",0,"0","1","3","vivo","下午"
0,"8",0,"0","3","0","华为","下午"
0,"7",8e-04,"0","2","1","其他","上午"
0,"8",0,"0","1","1","华为","下午"
0,"8",0,"0","1","1","小米","上午"
0,"8",0,"1","1","1","OPPO","上午"
0,"8",0,"0","3","1","其他","上午"
0,"8",0,"0","1","1","其他","晚上"
0,"8",0,"0","1","1","其他","晚上"
0,"8",0,"0","3","1","华为","晚上"
0,"7",6e-04,"0","1","5","其他","下午"
0,"8",0,"0","1","1","华为","上午"
0,"13",7e-04,"0","1","1","vivo","下午"
0,"8",0,"0","1","1","小米","晚上"
0,"8",0,"0","1","0","魅族","晚上"
0,"13",7e-04,"0","1","1","OPPO","晚上"
0,"8",0,"0","0","1","华为","晚上"
0,"8",0,"0","2","1","vivo","上午"
0,"8",0,"0","3","1","酷派","晚上"
0,"8",0,"0","1","0","三星","下午"
0,"8",0,"0","1","0","小米","晚上"
0,"8",0,"0","1","1","小米","下午"
0,"8",0,"0","0","1","vivo","下午"
0,"8",0,"0","1","1","OPPO","晚上"
0,"8",0,"0","1","0","三星","晚上"
0,"8",0,"0","1","1","华为","下午"
0,"8",0,"0","1","1","金立","晚上"
0,"8",0,"0","1","1","魅族","下午"
0,"7",0.00104,"0","3","1","魅族","晚上"
0,"3",0.001778925,"0","0","1","三星","上午"
0,"8",0,"0","1","0","其他","下午"
0,"8",0,"0","2","0","魅族","晚上"
0,"13",7e-04,"0","1","1","其他","上午"
0,"8",0,"0","1","0","vivo","上午"
0,"8",0,"0","1","0","其他","上午"
0,"8",0,"0","2","4","三星","上午"
0,"7",8e-04,"0","1","5","华为","上午"
0,"8",0,"0","1","1","魅族","上午"
0,"8",0,"0","2","1","vivo","上午"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","2","0","OPPO","下午"
0,"8",0,"0","0","1","其他","晚上"
0,"8",0,"0","2","0","其他","下午"
0,"8",0,"0","1","1","华为","下午"
0,"8",0,"0","1","1","OPPO","下午"
0,"8",0,"0","1","1","OPPO","晚上"
0,"7",4e-04,"0","0","1","小米","晚上"
0,"13",7e-04,"0","1","1","其他","晚上"
0,"3",0.000498099,"0","0","1","华为","下午"
0,"8",0,"0","1","1","华为","晚上"
0,"13",7e-04,"0","1","1","OPPO","上午"
0,"8",0,"0","1","1","三星","晚上"
0,"8",0,"0","1","1","三星","晚上"
0,"8",0,"0","1","0","vivo","下午"
0,"8",0,"0","2","1","华为","下午"
0,"3",0.000498099,"0","0","1","苹果","晚上"
0,"8",0,"0","2","1","小米","晚上"
0,"8",0,"0","1","1","OPPO","晚上"
0,"8",0,"0","0","1","魅族","晚上"
0,"8",0,"0","3","0","华为","晚上"
0,"8",0,"0","1","1","华为","下午"
0,"8",0,"0","1","0","华为","上午"
0,"8",0,"0","1","1","小米","晚上"
0,"8",0,"0","1","1","vivo","晚上"
0,"8",0,"0","0","1","OPPO","上午"
0,"8",0,"0","1","1","小米","下午"
0,"8",0,"0","3","1","小米","上午"
0,"8",0,"0","0","1","其他","晚上"
0,"8",0,"0","0","1","小米","晚上"
0,"8",0,"0","1","1","其他","上午"
0,"8",0,"0","3","0","华为","下午"
0,"8",0,"0","1","1","OPPO","下午"
0,"8",0,"0","2","1","华为","下午"
0,"8",0,"0","0","1","其他","下午"
0,"3",0.000498099,"0","0","1","苹果","下午"
0,"8",0,"0","1","1","酷派","晚上"
0,"8",0,"0","1","1","vivo","晚上"
0,"8",0,"0","1","1","vivo","上午"
0,"8",0,"0","2","1","OPPO","上午"
0,"8",0,"0","1","1","其他","上午"
0,"8",0,"0","0","1","OPPO","上午"
0,"8",0,"0","3","1","其他","晚上"
0,"8",0,"0","1","1","魅族","上午"
0,"8",0,"0","1","1","其他","上午"
0,"8",0,"0","2","0","vivo","晚上"
0,"8",0,"0","1","1","小米","晚上"
0,"8",0,"0","1","1","三星","下午"
0,"8",0,"0","3","1","其他","下午"
0,"8",0,"0","1","1","三星","晚上"
0,"8",0,"0","1","1","OPPO","下午"
0,"7",8e-04,"0","1","1","其他","上午"
0,"8",0,"0","2","1","三星","上午"
0,"8",0,"1","3","1","酷派","晚上"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","1","0","其他","上午"
0,"8",0,"0","0","1","其他","下午"
0,"13",7e-04,"0","1","5","OPPO","下午"
0,"8",0,"0","1","1","其他","下午"
0,"7",6e-04,"0","1","5","其他","晚上"
0,"8",0,"0","1","1","小米","上午"
1,"8",0,"0","1","1","三星","晚上"
0,"8",0,"0","2","1","小米","下午"
0,"7",6e-04,"0","1","5","其他","晚上"
0,"8",0,"0","1","1","华为","上午"
0,"8",0,"0","0","1","酷派","下午"
0,"8",0,"0","3","1","三星","晚上"
0,"13",0.002,"0","1","0","苹果","下午"
0,"8",0,"0","1","1","魅族","上午"
0,"8",0,"0","1","0","vivo","晚上"
0,"8",0,"0","1","0","vivo","上午"
0,"8",0,"0","1","1","三星","下午"
0,"8",0,"0","1","0","OPPO","上午"
0,"8",0,"0","2","1","三星","晚上"
0,"8",0,"0","0","1","其他","下午"
0,"8",0,"0","1","0","其他","上午"
0,"8",0,"0","1","1","华为","晚上"
0,"8",0,"1","2","0","其他","上午"
0,"13",7e-04,"0","1","1","魅族","晚上"
0,"8",0,"0","1","1","魅族","下午"
0,"8",0,"1","1","1","华为","晚上"
0,"8",0,"1","1","0","金立","上午"
0,"8",0,"0","3","1","魅族","上午"
0,"8",0,"0","3","1","小米","晚上"
0,"8",0,"0","2","1","OPPO","下午"
0,"8",0,"0","1","1","小米","下午"
0,"8",0,"0","1","1","vivo","上午"
0,"8",0,"0","1","1","vivo","下午"
0,"8",0,"0","1","1","三星","晚上"
0,"8",0,"0","1","1","华为","上午"
0,"8",0,"0","1","1","金立","上午"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"1","3","0","小米","下午"
0,"8",0,"0","3","0","华为","下午"
0,"8",0,"0","1","1","OPPO","晚上"
0,"8",0,"0","1","1","vivo","上午"
0,"8",0,"0","3","1","小米","晚上"
1,"8",0,"0","2","1","其他","上午"
0,"8",0,"0","1","1","vivo","下午"
0,"3",0.000498099,"0","1","0","苹果","上午"
0,"8",0,"0","1","0","华为","下午"
0,"7",5e-04,"0","0","1","华为","下午"
0,"8",0,"0","2","1","OPPO","下午"
0,"8",0,"0","1","1","三星","晚上"
0,"8",0,"0","2","1","vivo","下午"
0,"8",0,"0","1","0","酷派","晚上"
0,"8",0,"1","0","1","OPPO","下午"
0,"8",0,"0","1","1","华为","上午"
0,"3",0.000498099,"0","0","1","苹果","下午"
0,"8",0,"0","0","1","三星","下午"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","1","1","OPPO","下午"
0,"8",0,"0","2","1","魅族","晚上"
0,"8",0,"0","1","1","小米","晚上"
0,"8",0,"0","3","1","魅族","晚上"
0,"8",0,"0","1","1","vivo","晚上"
0,"8",0,"0","1","0","小米","晚上"
0,"8",0,"0","1","0","三星","上午"
0,"8",0,"0","1","1","三星","晚上"
0,"8",0,"0","1","1","vivo","上午"
0,"8",0,"0","1","1","小米","晚上"
0,"8",0,"0","3","1","vivo","上午"
0,"8",0,"0","1","1","OPPO","晚上"
0,"8",0,"0","1","1","小米","下午"
0,"8",0,"0","2","0","其他","晚上"
0,"8",0,"0","1","1","OPPO","下午"
0,"8",0,"0","1","1","金立","下午"
0,"8",0,"0","3","0","OPPO","晚上"
0,"7",8e-04,"0","2","1","三星","下午"
0,"8",0,"0","1","0","三星","晚上"
0,"8",0,"0","2","0","华为","下午"
0,"8",0,"0","1","1","OPPO","晚上"
0,"8",0,"0","1","1","小米","晚上"
0,"8",0,"0","1","1","其他","晚上"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","1","1","OPPO","下午"
0,"8",0,"0","1","1","其他","上午"
0,"8",0,"1","3","0","其他","上午"
0,"8",0,"0","0","1","其他","晚上"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","1","1","小米","晚上"
0,"8",0,"0","1","1","小米","下午"
0,"8",0,"0","1","1","vivo","下午"
0,"8",0,"0","1","0","华为","晚上"
0,"3",0.000498099,"0","1","1","OPPO","下午"
0,"8",0,"0","1","1","华为","晚上"
0,"8",0,"0","1","1","小米","上午"
0,"7",8e-04,"0","3","1","酷派","下午"
0,"8",0,"0","1","1","华为","晚上"
0,"8",0,"0","1","1","vivo","上午"
0,"7",8e-04,"0","3","3","小米","上午"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","1","0","其他","上午"
0,"8",0,"0","1","1","小米","上午"
0,"8",0,"0","1","1","三星","晚上"
0,"8",0,"0","1","0","魅族","下午"
0,"8",0,"0","1","1","OPPO","晚上"
0,"8",0,"0","1","0","酷派","上午"
0,"13",7e-04,"0","1","1","其他","晚上"
0,"8",0,"0","3","1","三星","下午"
0,"8",0,"0","1","1","OPPO","晚上"
0,"8",0,"1","1","1","小米","晚上"
0,"8",0,"0","1","1","OPPO","上午"
0,"8",0,"0","3","0","OPPO","上午"
0,"8",0,"0","3","1","OPPO","下午"
0,"8",0,"0","1","1","OPPO","下午"
0,"8",0,"0","0","1","小米","晚上"
0,"8",0,"0","1","1","华为","下午"
